label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
compressor;Compressor;['power input'];[None];[777.8737630212892];['0x7fe26775d840'];['bus'];['eta_s'];['eta_s_char'];nan;False;False;746.7588125004376;False;False;0.8000000000000006;True;False;0x7fe26775f8b0;False;m;3.7528079636284355;False;False;0;False;False;0x7fe26775fb50;False;nan;default;0x7fe26779c400;False;nan;default
