label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser;Condenser;[];[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-4000.0000000000014;True;False;566.4038732185618;False;False;7.062098599838664;False;False;5.000000000002558;True;False;9.625569888744508;False;False;0.9899999999999999;True;False;0.9899999999999999;True;False;45363396132.50826;False;False;67528431.77428013;False;False;0x7fe26779c970;False;m;0x7fe26779c070;False;m;False;True
