,4300.0,4000.0,3700.0,3400.0,3100.0,2800.0
10.5,5.359240541193405,5.483947899070418,5.52141023318379,5.502659238712629,5.440385966144003,5.341339413756099
8.5,5.11278988681538,5.216943192706128,5.240757493669576,5.216106878492669,5.151901882829311,5.052016850042184
6.5,4.8874152563377,4.970242614825283,4.985228798458709,4.9556748231993115,4.8884657602356185,4.789950244495545
