,42.5,37.5,32.5
10.5,0.5370432342418625,0.5259484240748982,0.5057482074172579
8.5,0.5263671924283732,0.5163929630039932,0.49720774926592864
6.5,0.5155423335705744,0.5053489565248225,0.4884104317867768
